@relation horse-colic-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rfirst-last

@attribute surgery numeric
@attribute Age numeric
@attribute rectal_temperature numeric
@attribute pulse numeric
@attribute respiratory_rate numeric
@attribute temp_extremities numeric
@attribute peripheral_pulse numeric
@attribute mucous_membranes numeric
@attribute capillary_refill_time numeric
@attribute pain numeric
@attribute peristalsis numeric
@attribute abdominal_distension numeric
@attribute nasogastric_tube numeric
@attribute nasogastric_reflux numeric
@attribute nasogastric_reflux_PH numeric
@attribute rectal_examination numeric
@attribute abdomen numeric
@attribute packed_cell_volume numeric
@attribute total_protein numeric
@attribute abdominocentesis_appearance numeric
@attribute abdomcentesis_total_protein numeric
@attribute outcome numeric
@attribute class {yes,no}

@data
0,0,38.1,52,24,0,0,4,0,3,2,0,1,2,7,0,4,54,7.5,1,2.6,1,yes
1,0,38.2,42,26,0,0,0,0,2,0,1,1,0,4.962319,0,4,36,6.9,1,2.94812,0,no
1,0,37.9,54,42,1,0,4,0,2,0,0,1,0,4.962319,3,1,47,54,2,1,0,no
1,0,36.1,88,30.521886,2,2,2,0,2,2,1,1,2,4.962319,3,3,45,7,2,4.8,2,yes
0,0,38.1,70,22,2,0,0,0,4,2,0,1,0,4.962319,3,4,36,65,1,2.94812,2,yes
0,0,38,90,30,3,2,3,1,4,3,3,1,0,4.962319,3,4,55,6.1,1,2.94812,1,yes
0,0,38.2,52,16,0,0,1,0,0,1,0,0,0,4.962319,0,4,43,8.1,1,2.94812,0,no
0,0,38.134448,36,32,0,0,3,0,4,2,2,1,2,4,3,3,41,5.9,1,2.94812,1,yes
0,0,38.4,92,20,0,0,0,1,2,2,2,1,0,4.962319,0,4,45.656798,24.771077,1,2.94812,0,yes
0,1,38.2,124,88,0,2,1,0,1,2,3,1,0,4.962319,3,4,47,8,0,2.94812,0,yes
1,0,38.134448,96,30.521886,2,2,2,1,4,3,3,1,0,4.962319,3,4,60,24.771077,1,2.94812,1,yes
0,0,37.6,68,32,2,0,2,0,3,1,3,1,1,6.5,0,4,47,7.2,0,2.94812,0,yes
0,0,38.1,88,24,2,2,3,0,4,3,2,1,0,4.962319,2,3,41,4.6,1,2.94812,1,yes
0,0,38,108,60,1,2,3,0,3,2,2,1,0,4.962319,2,3,45.656798,24.771077,2,2.94812,0,yes
1,0,38.2,48,30.521886,1,0,0,1,2,2,0,1,0,4.962319,3,1,34,6.6,1,2.94812,0,no
0,0,39.3,100,51,3,3,5,0,1,3,0,0,2,2,3,3,66,13,2,2,2,yes
1,0,36.6,42,18,2,2,1,0,0,3,0,0,0,4.962319,3,4,52,7.1,1,2.94812,1,yes
0,1,38.8,124,36,2,0,1,0,1,2,3,0,0,4.962319,3,3,50,7.6,2,2.94812,1,yes
1,0,38.134448,112,24,2,2,3,1,4,3,1,1,0,4.962319,3,4,40,5.3,2,2.6,0,no
0,0,38.134448,80,30.521886,2,2,2,0,3,3,3,1,0,4.962319,3,4,43,70,1,2.94812,0,yes
0,1,38.8,184,84,0,0,0,0,3,0,2,1,0,4.962319,1,4,33,3.3,1,2.94812,1,yes
0,0,37.5,72,30.521886,1,0,0,0,1,0,0,0,0,4.962319,0,4,35,65,1,2,2,yes
0,0,38.7,96,28,2,2,3,0,2,3,0,1,2,7.5,3,4,64,9,1,2.94812,1,yes
1,0,37.5,52,12,0,0,0,0,1,2,1,1,0,4.962319,2,4,36,61,0,1,0,no
0,0,40.8,72,42,2,2,0,0,1,2,0,1,0,4.962319,3,4,54,7.4,2,2.94812,1,yes
1,0,38,40,25,2,0,0,0,3,2,1,0,0,4.962319,3,4,37,69,1,2.94812,0,no
1,0,38.4,48,16,1,0,0,0,0,2,1,1,0,4.962319,3,1,39,6.5,1,2.94812,0,no
1,1,38.6,88,28,2,0,0,0,2,2,0,1,0,4.962319,3,4,35,5.9,1,2.94812,0,no
0,0,37.1,75,36,2,0,2,1,3,3,1,1,2,5,3,3,48,7.4,2,3.2,1,yes
0,0,38.3,44,21,2,0,1,0,2,2,2,1,0,4.962319,0,4,44,6.5,1,4.4,0,yes
1,0,38.134448,56,68,2,0,0,0,2,2,0,1,0,4.962319,0,4,40,6,1,2.94812,2,yes
1,0,38.6,68,20,1,0,2,0,2,2,1,0,0,4.962319,0,4,38,6.5,0,2.94812,0,no
1,0,38.3,54,18,2,0,1,0,1,2,1,1,2,5.4,3,3,44,7.2,2,2.94812,0,no
0,0,38.2,42,20,2,0,0,0,2,2,0,1,0,4.962319,2,4,47,60,1,2.94812,0,no
0,0,39.3,64,90,1,2,0,0,2,2,0,0,1,6.5,0,4,39,6.7,1,2.94812,0,yes
0,0,37.5,60,50,2,2,0,0,2,2,1,1,1,3.5,2,3,35,6.5,1,2.94812,1,yes
0,0,37.7,80,30.521886,2,2,5,0,4,3,0,1,2,4.962319,2,0,50,55,2,2,0,yes
0,0,38.134448,100,30,2,2,3,1,4,3,3,2,2,4.962319,3,3,52,6.6,1,2.94812,0,yes
0,0,37.7,120,28,2,2,2,0,4,2,2,0,0,4.962319,3,4,65,7,2,2.94812,1,yes
0,0,38.134448,76,30.521886,2,2,0,0,2,3,3,1,0,4.962319,3,4,45.656798,24.771077,1,2.94812,2,yes
0,1,38.8,150,50,0,2,5,1,4,2,1,0,0,4.962319,3,4,50,6.2,1,2.94812,1,yes
0,0,38,36,16,2,0,0,0,3,1,1,2,2,2,2,4,37,75,1,1,2,no
1,0,36.9,50,40,1,2,2,0,0,2,1,2,0,7,3,4,37.5,6.5,1,2.94812,0,no
1,0,37.8,40,16,0,0,0,0,0,0,0,1,0,4.962319,0,0,37,6.8,1,2.94812,0,no
1,0,38.2,56,40,3,2,0,0,1,3,2,1,1,7.5,3,4,47,7.2,0,2.5,0,no
0,0,38.6,48,12,2,0,0,0,0,0,0,1,0,4.962319,3,4,36,67,1,2.94812,0,no
1,0,40,78,30.521886,2,2,4,0,1,2,0,0,0,4.962319,3,0,66,6.5,1,2.94812,1,yes
0,0,38.134448,70,16,2,3,4,1,1,2,1,1,0,4.962319,3,4,60,7.5,1,2.94812,1,yes
0,0,38.2,72,18,2,0,0,0,2,2,0,1,0,4.962319,3,4,35,6.4,1,2.94812,0,yes
1,0,38.5,54,30.521886,0,0,0,0,2,0,0,1,0,4.962319,0,4,40,6.8,1,7,0,no
0,0,38.5,66,24,0,0,0,0,2,2,0,1,0,4.962319,3,4,40,6.7,0,2.94812,0,yes
1,0,37.8,82,12,2,0,0,1,3,2,2,0,2,4.962319,3,4,50,7,1,2.94812,2,yes
1,1,39.5,84,30,2,0,0,0,2,2,0,1,0,4.962319,3,4,28,5,1,2.94812,0,no
0,0,38.134448,70.75731,30.521886,2,0,0,0,2,2,0,1,0,4.962319,3,4,45.656798,24.771077,1,2.94812,0,yes
0,0,38,50,36,2,0,0,0,2,1,1,1,0,4.962319,2,4,39,6.6,0,5.3,0,yes
1,0,38.6,45,16,1,0,1,0,0,0,0,1,0,4.962319,0,0,43,58,1,2.94812,0,no
0,0,38.9,80,44,2,2,2,0,1,2,2,1,1,7,2,0,54,6.5,2,2.94812,1,yes
0,0,37,66,20,0,2,1,0,3,2,2,0,0,4.962319,0,4,35,6.9,1,2.94812,1,yes
0,0,38.134448,78,24,2,2,2,0,2,2,0,1,0,4.962319,3,3,43,62,1,2,2,no
1,0,38.5,40,16,0,0,0,0,1,0,0,1,0,4.962319,2,1,37,67,1,2.94812,0,no
0,0,38.134448,120,70,3,0,3,1,1,3,0,1,0,4.962319,3,4,55,65,1,2.94812,2,no
1,0,37.2,72,24,2,1,3,1,3,2,2,2,0,4.962319,3,3,44,24.771077,2,3.3,2,yes
0,0,37.5,72,30,3,2,3,0,3,3,2,1,0,4.962319,2,4,60,6.8,1,2.94812,1,yes
0,0,36.5,100,24,2,2,2,0,2,2,2,2,0,4.962319,3,3,50,6,2,3.4,0,yes
0,0,37.2,40,20,2,0,0,0,2,2,0,1,0,4.962319,3,0,36,62,0,1,2,no
1,0,38.5,54,20,2,0,1,1,2,3,0,1,1,5.9,3,1,42,6.3,1,2.94812,0,no
1,0,37.6,48,36,2,0,0,0,2,2,0,1,0,4.962319,3,4,44,6.3,0,5,0,no
0,0,37.7,44,28,2,3,2,1,4,3,3,0,0,4.962319,2,4,45,70,2,2,0,yes
0,0,37,56,24,2,0,3,1,3,3,2,0,0,4.962319,3,4,35,61,2,2,2,no
1,0,38,42,12,2,0,2,0,0,2,0,1,0,4.962319,3,1,37,5.8,1,2.94812,0,no
0,0,38.134448,60,40,2,0,0,0,2,3,0,2,1,4.962319,3,4,42,72,1,2.94812,0,yes
1,0,38.4,80,60,2,1,1,0,2,1,0,1,1,4.962319,0,0,54,6.9,1,2.94812,0,no
1,0,37.8,48,12,1,0,1,0,2,2,0,1,0,4.962319,1,4,48,7.3,0,2.94812,0,no
0,0,38,65,40,2,0,3,1,1,2,0,1,0,4.962319,3,4,45.656798,24.771077,1,2.94812,0,yes
1,0,37.9,45,36,2,2,2,1,1,2,0,1,0,4.962319,2,4,33,5.7,2,2.94812,0,yes
1,0,39,84,12,2,0,4,0,1,3,1,0,1,7,3,3,62,5.9,1,2.2,1,yes
1,0,38.2,60,24,2,0,2,1,2,2,1,2,2,4.962319,3,3,53,7.5,1,1.4,0,no
0,0,38.134448,140,30.521886,2,0,3,1,4,3,3,0,0,4.962319,3,4,30,69,1,2.94812,1,no
0,0,37.9,120,60,2,2,2,0,4,3,3,1,1,7.5,3,4,52,6.6,2,1.8,1,yes
1,0,38,72,36,0,0,2,0,2,2,1,1,0,4.962319,2,4,38,6.8,1,2,0,no
1,1,38,92,28,0,0,1,0,0,2,1,2,0,7.2,3,4,37,6.1,0,1.1,0,no
0,0,38.3,66,30,1,2,0,0,1,3,2,2,1,8.5,3,4,37,6,1,2.94812,0,yes
1,0,37.5,48,24,2,0,0,0,1,0,0,0,0,4.962319,2,1,43,6,0,2.8,0,no
0,0,37.5,88,20,1,2,2,0,3,2,2,1,0,4.962319,3,4,35,6.4,0,2.94812,1,yes
1,1,38.134448,150,60,3,3,3,1,4,3,3,1,0,4.962319,3,4,45.656798,24.771077,1,2.94812,1,yes
0,0,39.7,100,30,2,0,5,1,3,3,2,0,0,4.962319,3,4,65,75,1,2.94812,2,yes
0,0,38.3,80,30.521886,2,2,3,1,4,3,2,1,0,4.962319,3,3,45,7.5,1,4.6,0,yes
1,0,37.5,40,32,2,0,2,0,2,1,2,1,0,4.962319,3,4,32,6.4,0,1.1,0,yes
0,0,38.4,84,30,2,0,4,1,3,2,2,1,2,6.5,3,3,47,7.5,2,2.94812,1,yes
0,0,38.1,84,44,3,0,3,1,4,2,0,0,2,5,3,3,60,6.8,1,5.7,1,yes
1,0,38.7,52,30.521886,0,0,0,0,0,2,0,1,0,4.962319,0,2,4,74,1,2.94812,0,no
1,0,38.1,44,40,1,0,2,0,2,2,0,1,0,4.962319,0,2,35,6.8,1,2.94812,0,no
1,0,38.4,52,20,1,0,2,0,0,2,1,1,0,4.962319,2,4,41,63,0,1,0,no
0,0,38.2,60,30.521886,0,0,2,0,1,0,0,0,0,4.962319,3,3,43,6.2,1,3.9,0,yes
1,0,37.7,40,18,0,0,0,0,2,1,0,0,0,4.962319,2,2,36,3.5,1,2.94812,0,no
0,0,39.1,60,10,2,0,0,0,1,2,0,1,0,4.962319,3,3,45.656798,24.771077,1,2.94812,0,yes
1,0,37.8,48,16,0,0,0,0,2,0,0,1,0,4.962319,3,2,43,7.5,1,2.94812,0,no
0,0,39,120,30.521886,3,2,4,1,1,3,2,1,2,8,3,4,65,8.2,2,4.6,0,no
0,0,38.2,76,30.521886,1,2,1,0,4,2,2,0,1,6,0,4,35,6.5,1,0.9,0,yes
1,0,38.3,88,30.521886,2,0,5,0,2,2,0,1,0,4.962319,3,4,45.656798,24.771077,1,2.94812,1,no
0,0,38,80,30,2,2,2,0,2,2,0,1,0,6,3,4,48,8.3,1,4.3,0,yes
0,0,38.134448,70.75731,30.521886,2,0,0,0,1,2,2,0,2,6,3,3,45.656798,24.771077,1,2.94812,1,yes
0,0,37.6,40,30.521886,0,0,0,0,0,0,0,1,0,4.962319,0,0,45.656798,24.771077,1,2.1,0,yes
1,0,37.5,44,30.521886,0,0,0,0,2,2,1,1,0,4.962319,3,4,45,5.8,1,1.4,0,no
1,0,38.2,42,16,0,0,2,0,0,2,0,1,0,4.962319,0,4,35,60,0,1,0,no
1,0,38,56,44,2,2,2,0,2,0,0,1,0,4.962319,3,4,47,70,1,1,0,no
1,0,38.3,45,20,2,2,1,1,1,3,0,1,0,4.962319,3,4,45.656798,24.771077,1,2.94812,0,no
0,0,38.134448,48,96,0,0,2,0,2,3,0,1,0,4.962319,0,3,42,8,0,2.94812,0,yes
0,0,37.7,55,28,1,0,1,0,1,2,2,1,2,5,3,4,45.656798,24.771077,1,2.94812,0,yes
1,0,36,100,20,3,2,5,1,1,3,2,0,0,4.962319,3,4,74,5.7,1,2.5,2,yes
0,0,37.1,60,20,1,0,3,0,2,2,2,1,1,5,2,3,64,8.5,1,2.94812,0,yes
1,0,37.1,114,40,2,0,2,1,1,1,0,1,0,4.962319,3,2,32,24.771077,2,6.5,0,no
0,0,38.1,72,30,2,2,2,0,3,3,2,1,0,4.962319,2,4,37,56,2,1,0,yes
0,0,37,44,12,2,0,0,1,0,0,0,1,0,4.962319,3,1,40,6.7,2,8,0,yes
0,0,38.6,48,20,2,0,0,0,3,2,0,1,0,4.962319,2,4,37,75,1,2.94812,0,yes
0,0,38.134448,82,72,2,0,3,0,1,2,2,1,2,4.962319,3,3,53,65,2,2,2,yes
0,1,38.2,78,60,3,3,5,0,2,2,2,1,0,4.962319,0,4,59,5.8,2,3.1,1,yes
1,0,37.8,60,16,0,0,2,0,1,2,1,0,1,4.962319,2,4,41,73,1,2.94812,2,no
0,0,38.7,34,30,1,0,2,0,1,2,0,1,0,4.962319,3,4,33,69,1,2,2,yes
0,0,38.134448,36,12,0,0,0,0,0,1,0,0,0,4.962319,0,4,44,24.771077,1,2.94812,0,yes
1,0,38.3,44,60,2,0,0,0,2,2,0,1,0,4.962319,3,4,6.4,36,1,2.94812,0,yes
1,0,37.4,54,18,2,0,0,0,2,3,2,1,1,4.962319,3,4,30,7.1,1,2.94812,0,yes
0,0,38.134448,70.75731,30.521886,3,2,0,1,1,3,0,1,0,4.962319,3,4,54,76,2,2,0,yes
0,0,36.6,48,16,2,0,2,0,3,0,0,0,0,4.962319,3,4,27,56,1,2.94812,2,yes
0,0,38.5,90,30.521886,0,0,2,0,2,2,2,1,2,2,3,4,47,79,1,2.94812,0,yes
0,0,38.134448,75,12,0,0,3,0,4,2,2,1,2,5.8,3,4,58,8.5,0,2.94812,0,yes
1,0,38.2,42,30.521886,2,0,0,0,0,0,1,1,0,4.962319,2,1,35,5.9,1,2.94812,0,no
0,1,38.2,78,60,3,3,5,0,2,2,2,1,0,4.962319,0,4,59,5.8,2,3.1,1,yes
1,0,38.6,60,30,0,0,2,0,3,1,1,0,0,4.962319,3,4,40,6,0,2.94812,0,yes
1,0,37.8,42,40,0,0,0,0,0,2,0,1,0,4.962319,2,2,36,6.2,1,2.94812,0,no
0,0,38,60,12,0,0,1,0,1,0,0,0,0,4.962319,0,3,44,65,2,2,2,yes
1,0,38,42,12,2,0,2,0,0,0,0,1,0,4.962319,3,0,37,5.8,1,2.94812,0,no
1,0,37.6,88,36,2,0,0,0,2,2,1,0,2,1.5,3,4,44,6,1,2.94812,1,yes
